FIPS,Deaths,Years of Potential Life Lost Rate,% Fair or Poor Health,Average Number of Physically Unhealthy Days,Average Number of Mentally Unhealthy Days,% Low Birthweight,% Smokers,% Adults with Obesity,Food Environment Index,% Physically Inactive,% With Access to Exercise Opportunities,% Excessive Drinking,% Driving Deaths with Alcohol Involvement,Chlamydia Rate,Teen Birth Rate,% Uninsured 1,Preventable Hospitalization Rate,% With Annual Mammogram,% Vaccinated,High School Graduation Rate,% Some College,# Unemployed,Labor Force,% Unemployed,% Children in Poverty,80th Percentile Income,20th Percentile Income,Income Ratio,% Single-Parent Households,Social Association Rate,Violent Crime Rate,Injury Death Rate,Average Daily PM2.5,Presence of Water Violation,% Severe Housing Problems,% Drive Alone to Work,% Long Commute - Drives Alone,Life Expectancy,Age-Adjusted Death Rate,% Frequent Physical Distress,% Frequent Mental Distress,% Adults with Diabetes,HIV Prevalence Rate,% Food Insecure,% Limited Access to Healthy Foods,Motor Vehicle Mortality Rate,% Insufficient Sleep,% Uninsured 2,% Uninsured 3,Average Grade Performance 1,Average Grade Performance 2,Median Household Income,% Enrolled in Free or Reduced Lunch,Segregation Index 2,Suicide Rate (Age-Adjusted),Firearm Fatalities Rate,Average Traffic Volume per Meter of Major Roadways,# Homeowners,% Homeowners,# Households with Severe Cost Burden,% Severe Housing Cost Burden,Population,% less than 18 years of age,% 65 and over,% Black,% American Indian & Alaska Native,% Asian,% Native Hawaiian/Other Pacific Islander,% Hispanic,% Non-Hispanic White,% Not Proficient in English,% Female,% Rural,Employed 2015,Employed 2020,Employment Growth Rate,Primary Care Physicians Ratio,Dentist Ratio,Mental Health Provider Ratio,Other Primary Care Provider Ratio,Employment Growth Band,State_Alabama,State_Alaska,State_Arizona,State_Arkansas,State_California,State_Colorado,State_Connecticut,State_Delaware,State_District of Columbia,State_Florida,State_Georgia,State_Hawaii,State_Idaho,State_Illinois,State_Indiana,State_Iowa,State_Kansas,State_Kentucky,State_Louisiana,State_Maine,State_Maryland,State_Massachusetts,State_Michigan,State_Minnesota,State_Mississippi,State_Missouri,State_Montana,State_Nebraska,State_Nevada,State_New Hampshire,State_New Jersey,State_New Mexico,State_New York,State_North Carolina,State_North Dakota,State_Ohio,State_Oklahoma,State_Oregon,State_Pennsylvania,State_Rhode Island,State_South Carolina,State_South Dakota,State_Tennessee,State_Texas,State_Utah,State_Vermont,State_Virginia,State_Washington,State_West Virginia,State_Wisconsin,State_Wyoming
1063,184.0,11619.0,34,5.9,5.5,15.0,25,36,3.2,18,6.0,10,24.0,936.4,45.0,11.0,7121.0,34.0,30.0,78.0,50,191.0,2838.0,6.7,44.0,54552.0,9281.0,5.9,77.0,9.6,669.0,76.0,10.5,0,19,82.0,42.0,74.8,571.0,19,18,15,379.0,30,21.0,45.0,45,15.0,3.0,2.4,2.4,28524.0,85.0,10.0,18.406893652795294,15.57277628032345,35,2031,69,480.0,19.0,8233,22.2,22.3,79.6,0.3,0.3,0.0,1.7,17.5,0,52.8,100.0,2412.0,2401.0,-0.4560530679933665,2083.0,8233.0,8233.0,4117.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1065,312.0,12327.0,28,5.4,5.3,13.0,22,40,6.1,28,30.0,11,25.0,1114.0,37.0,11.0,6986.0,36.0,33.0,91.0,47,305.0,5991.0,5.1,36.0,72247.0,11356.0,6.4,59.0,6.1,209.0,90.0,10.8,0,17,88.0,50.0,74.1,584.0,17,17,18,436.0,22,5.0,27.0,42,14.0,3.0,2.9,2.7,34724.0,78.0,38.0,14.0,25.0,43,4044,71,679.0,14.0,14726,23.0,19.2,57.8,0.3,0.3,0.0,1.4,39.7,0,52.4,89.2,5282.0,5262.0,-0.3786444528587656,4937.0,7363.0,7363.0,2454.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1067,332.0,9242.0,21,4.7,4.8,10.0,18,36,7.9,35,25.0,14,24.0,524.9,30.0,12.0,4872.0,44.0,42.0,98.0,53,300.0,6766.0,4.4,27.0,92359.0,18855.0,4.9,25.0,14.0,197.0,74.0,10.9,0,11,87.0,37.0,76.2,466.0,14,15,17,212.0,14,2.0,17.0,38,15.0,4.0,2.7,2.5,46027.0,57.0,25.0,16.0,20.0,29,5522,83,570.0,9.0,17209,20.6,22.7,25.8,0.5,0.4,0.0,2.7,69.3,0,51.8,87.8,6922.0,6953.0,0.4478474429355677,3429.0,3442.0,8605.0,4302.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1069,1637.0,9647.0,20,4.7,4.8,11.0,19,38,7.1,31,67.0,14,25.0,588.4,35.0,11.0,4859.0,42.0,45.0,91.0,59,1825.0,45150.0,4.0,22.0,95176.0,18511.0,5.1,42.0,12.0,488.0,73.0,10.7,0,13,88.0,26.0,75.9,441.0,14,15,14,367.0,17,6.0,17.0,37,14.0,2.0,3.1,2.9,47993.0,64.0,44.0,15.0,17.0,140,25741,66,4665.0,12.0,104722,23.0,17.8,26.9,0.5,1.1,0.1,3.4,66.3,1,52.0,33.8,44067.0,44583.0,1.170944243992103,1186.0,1496.0,694.0,620.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1071,1126.0,11088.0,23,5.0,5.1,9.0,20,39,7.9,29,47.0,13,25.0,263.9,39.0,13.0,5903.0,42.0,42.0,90.0,45,955.0,23241.0,4.1,27.0,78124.0,15499.0,5.0,31.0,9.1,317.0,96.0,11.0,0,11,86.0,37.0,73.8,551.0,15,16,17,74.0,14,3.0,27.0,38,16.0,3.0,3.0,2.8,41929.0,57.0,23.0,25.0,25.0,30,15282,74,1922.0,10.0,51736,20.9,20.0,3.4,1.7,0.6,0.1,3.0,89.1,0,50.9,77.0,20883.0,19746.0,-5.444620025858353,1854.0,2874.0,2156.0,1617.0,-2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1073,11214.0,10970.0,20,4.4,4.7,11.0,18,35,6.3,30,79.0,15,16.0,914.9,30.0,10.0,4653.0,43.0,44.0,89.0,68,11655.0,314014.0,3.7,23.0,107340.0,20100.0,5.3,43.0,14.4,873.0,97.0,13.4,0,17,84.0,33.0,74.7,501.0,14,15,13,621.0,18,12.0,16.0,36,13.0,3.0,3.0,2.7,55013.0,53.0,60.0,13.0,27.0,419,163858,63,37943.0,15.0,659300,22.8,15.9,43.1,0.3,1.8,0.1,4.0,49.7,1,52.7,9.8,293202.0,302092.0,3.032039344888507,930.0,1133.0,565.0,698.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1075,290.0,11928.0,24,5.2,5.1,10.0,20,36,7.8,37,10.0,13,7.0,415.9,42.0,12.0,5184.0,36.0,40.0,94.0,53,218.0,5721.0,3.8,25.0,75451.0,14943.0,5.0,21.0,7.9,162.0,80.0,10.3,0,11,88.0,45.0,74.3,549.0,16,16,19,135.0,15,1.0,26.0,38,14.0,4.0,2.9,2.9,40936.0,59.0,5.0,18.406893652795294,15.57277628032345,29,4567,76,394.0,7.0,13844,21.4,21.7,10.4,0.3,0.1,0.0,1.7,86.0,0,51.1,100.0,5391.0,5269.0,-2.2630309775551845,2639.945575959933,4615.0,6922.0,1384.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1077,1553.0,9035.0,20,4.7,4.8,10.0,17,33,7.6,29,65.0,14,25.0,427.9,23.0,11.0,5323.0,40.0,49.0,94.0,59,1766.0,42141.0,4.2,18.0,89714.0,19834.0,4.5,33.0,14.8,269.0,78.0,11.0,0,13,88.0,29.0,76.2,448.0,14,15,14,92.0,14,5.0,20.0,35,14.0,3.0,3.2,3.1,48707.0,49.0,44.0,13.0,14.0,108,26376,68,3971.0,11.0,92387,19.7,20.1,9.9,0.5,0.8,0.1,2.9,84.6,1,52.0,49.3,39734.0,41204.0,3.699602355665173,1969.0,1812.0,646.0,1216.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1079,666.0,11826.0,22,4.9,5.0,9.0,20,33,8.0,36,49.0,14,28.0,142.2,38.0,14.0,7507.0,39.0,40.0,88.0,48,583.0,13919.0,4.2,31.0,94296.0,19238.0,4.9,30.0,13.6,260.0,103.0,11.3,0,11,87.0,46.0,73.8,534.0,15,15,19,82.0,13,2.0,30.0,39,17.0,5.0,2.9,2.8,43909.0,61.0,37.0,22.0,22.0,30,10133,79,1089.0,9.0,32957,21.6,18.7,10.8,5.8,0.2,0.0,2.2,76.4,0,51.3,91.3,12704.0,13004.0,2.361460957178841,6610.0,10986.0,804.0,2746.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1081,1701.0,6973.0,21,4.5,4.6,9.0,18,30,6.4,21,68.0,16,29.0,324.2,17.0,10.0,4208.0,37.0,42.0,91.0,73,2703.0,74654.0,3.6,19.0,103546.0,16341.0,6.3,36.0,8.0,416.0,58.0,12.1,1,19,84.0,28.0,78.2,356.0,14,15,9,198.0,17,12.0,13.0,37,13.0,3.0,3.3,3.1,48937.0,47.0,30.0,12.0,17.0,120,35821,60,9864.0,17.0,163941,21.3,11.9,22.8,0.4,4.2,0.1,3.8,67.5,1,50.8,27.4,68614.0,75428.0,9.93091788847757,1901.0,3346.0,1163.0,1744.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1083,1258.0,7722.0,20,4.5,4.8,9.0,18,34,8.1,29,61.0,15,26.0,313.6,24.0,11.0,5987.0,43.0,46.0,92.0,59,1503.0,42393.0,3.5,16.0,111527.0,21752.0,5.1,26.0,9.1,160.0,61.0,11.8,0,11,88.0,41.0,77.7,377.0,14,14,14,130.0,12,4.0,17.0,37,14.0,3.0,3.0,2.9,64863.0,42.0,32.0,15.0,17.0,49,25064,78,2942.0,10.0,96174,22.6,15.2,13.5,0.8,1.6,0.2,6.1,76.1,1,49.9,57.6,37664.0,42284.0,12.266355140186915,2950.0,3699.0,2091.0,1850.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1085,249.0,15840.0,30,5.5,5.2,14.0,23,47,4.6,34,5.0,10,31.0,1052.0,36.0,11.0,5247.0,42.0,32.0,91.0,35,265.0,3625.0,7.3,40.0,76397.0,11793.0,6.5,68.0,6.0,671.0,122.0,10.9,0,19,86.0,62.0,71.2,688.0,18,17,14,606.0,26,13.0,48.0,43,14.0,3.0,2.1,1.9,33973.0,96.0,25.0,18.406893652795294,39.0,11,3079,74,613.0,17.0,9974,22.6,18.8,71.9,0.4,0.4,0.0,1.7,25.1,0,53.2,100.0,3471.0,3578.0,3.082685105157015,10076.0,2974.293385723641,1745.4004120879122,4987.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1087,431.0,12689.0,30,5.4,5.3,14.0,21,50,4.0,32,31.0,11,35.0,1237.0,22.0,11.0,5948.0,32.0,33.0,80.0,56,427.0,7816.0,5.5,40.0,74309.0,11007.0,6.8,60.0,6.9,734.0,101.0,11.7,1,20,84.0,37.0,73.2,616.0,17,17,23,497.0,26,22.0,26.0,46,13.0,2.0,2.3,2.1,32495.0,97.0,55.0,18.406893652795294,43.0,15,5021,66,1237.0,18.0,18439,16.9,20.4,80.0,0.3,0.6,0.0,1.8,16.1,0,54.5,55.5,7585.0,7115.0,-6.1964403427818056,2679.0,3688.0,246.0,1085.0,-2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1089,4805.0,8270.0,19,4.4,4.7,10.0,17,33,7.5,22,69.0,16,32.0,625.4,20.0,9.0,5439.0,46.0,45.0,93.0,73,6220.0,179752.0,3.5,17.0,130336.0,24871.0,5.2,30.0,10.8,611.0,63.0,11.6,0,12,88.0,26.0,77.4,393.0,13,14,14,237.0,14,7.0,13.0,36,12.0,3.0,3.2,3.1,63755.0,39.0,40.0,16.0,17.0,199,97650,67,15531.0,11.0,366519,21.8,15.0,24.4,0.8,2.7,0.1,5.1,64.6,1,51.1,16.4,163753.0,182034.0,11.163764938657613,1132.0,1842.0,697.0,858.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1091,415.0,12172.0,26,5.3,5.2,12.0,21,42,5.5,32,43.0,12,35.0,800.0,28.0,10.0,4803.0,37.0,33.0,91.0,51,380.0,7589.0,5.0,35.0,77137.0,10307.0,7.5,44.0,17.0,449.0,94.0,10.6,0,18,89.0,33.0,73.2,587.0,17,17,18,196.0,22,13.0,30.0,39,13.0,3.0,2.8,2.7,37733.0,68.0,29.0,18.406893652795294,16.0,81,5533,71,1045.0,15.0,19066,22.7,19.6,51.1,0.2,0.3,0.2,2.6,44.9,0,53.1,69.3,6860.0,7067.0,3.0174927113702625,2768.0,3813.0,2724.0,1589.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1093,620.0,11106.0,22,4.9,4.9,9.0,19,37,7.9,31,47.0,14,16.0,298.3,41.0,11.0,8236.0,35.0,39.0,90.0,56,513.0,12549.0,4.1,27.0,74517.0,15563.0,4.8,26.0,10.4,296.0,93.0,10.5,1,11,86.0,30.0,74.5,536.0,15,15,20,114.0,13,3.0,26.0,38,14.0,3.0,3.1,3.0,37887.0,58.0,30.0,19.0,21.0,56,9203,75,1108.0,10.0,29763,20.8,21.2,3.8,0.4,0.3,0.1,2.6,91.8,1,50.7,88.9,11560.0,11851.0,2.517301038062284,2983.0,5953.0,9921.0,1417.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1095,1777.0,10063.0,22,5.0,5.1,8.0,21,34,8.0,36,54.0,14,24.0,344.3,46.0,16.0,6189.0,36.0,43.0,92.0,52,1441.0,42598.0,3.4,28.0,90033.0,18310.0,4.9,34.0,10.3,286.0,88.0,11.8,0,14,85.0,31.0,74.4,520.0,15,16,12,115.0,12,5.0,22.0,36,21.0,4.0,3.0,2.9,46233.0,61.0,27.0,17.0,16.0,65,24555,70,3962.0,12.0,96109,24.9,17.0,2.4,1.1,0.7,0.3,14.3,80.4,4,50.6,53.3,38140.0,39832.0,4.43628736234924,1803.0,2827.0,411.0,1317.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1097,7126.0,10464.0,22,4.5,5.2,12.0,19,36,6.4,31,70.0,15,35.0,732.4,36.0,12.0,6431.0,35.0,41.0,84.0,60,8798.0,187406.0,4.7,31.0,95084.0,18037.0,5.3,44.0,11.7,548.0,82.0,10.8,1,17,86.0,37.0,75.1,496.0,14,16,14,511.0,18,10.0,18.0,37,15.0,3.0,2.9,2.7,43598.0,68.0,51.0,16.0,24.0,253,101120,65,21814.0,15.0,413757,23.4,16.2,35.7,0.9,2.1,0.0,3.1,56.7,1,52.4,20.0,170900.0,175496.0,2.6892919836161497,1489.0,1961.0,1083.0,898.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1099,419.0,12612.0,30,5.7,5.3,12.0,23,42,5.0,34,52.0,11,29.0,576.7,37.0,13.0,5990.0,39.0,37.0,88.0,41,442.0,7158.0,6.2,32.0,75904.0,9034.0,8.4,56.0,12.7,492.0,92.0,10.4,0,11,92.0,32.0,74.1,550.0,18,17,18,214.0,24,13.0,37.0,38,16.0,3.0,2.9,2.7,39556.0,67.0,33.0,14.0,20.0,32,4962,61,771.0,13.0,21067,21.6,20.3,41.0,1.3,0.5,0.0,1.6,54.0,0,52.5,79.0,6551.0,6759.0,3.175087772859105,2666.0,4213.0,1170.0,2341.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,3323.0,9821.0,24,5.0,4.7,12.0,20,38,5.5,29,74.0,14,28.0,1247.8,37.0,11.0,6020.0,43.0,38.0,82.0,62,4219.0,105579.0,4.0,31.0,100500.0,18312.0,5.5,52.0,15.0,532.0,70.0,11.9,0,18,85.0,21.0,76.1,445.0,15,15,14,750.0,21,15.0,14.0,37,14.0,3.0,2.5,2.4,49640.0,71.0,48.0,11.0,27.0,359,52626,59,14672.0,17.0,225763,23.4,15.1,58.5,0.3,3.2,0.1,3.5,33.3,1,52.8,10.5,99158.0,99636.0,0.4820589362431675,1026.0,1344.0,697.0,803.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1103,1988.0,9541.0,21,4.6,4.7,9.0,19,32,7.9,27,59.0,14,26.0,297.9,37.0,12.0,6098.0,41.0,44.0,90.0,56,1983.0,56339.0,3.5,20.0,96011.0,20893.0,4.6,31.0,12.5,181.0,80.0,11.6,0,13,89.0,35.0,75.5,463.0,14,14,13,141.0,13,4.0,16.0,38,15.0,3.0,3.0,2.8,52797.0,52.0,46.0,22.0,21.0,123,32928,72,4451.0,10.0,119089,22.8,17.5,12.7,1.1,0.7,0.2,8.5,75.3,2,50.7,38.6,51472.0,51704.0,0.4507304942493005,2049.0,1921.0,692.0,1452.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1105,204.0,14264.0,35,6.4,5.9,14.0,26,43,4.9,35,53.0,10,58.0,1199.3,23.0,11.0,5342.0,38.0,23.0,93.0,55,222.0,3397.0,6.5,53.0,48123.0,10207.0,4.7,76.0,10.7,381.0,78.0,10.7,0,18,84.0,38.0,72.3,647.0,21,20,16,272.0,29,5.0,37.0,44,15.0,3.0,2.2,1.7,26814.0,91.0,20.0,18.406893652795294,15.57277628032345,24,2240,73,476.0,18.0,9140,21.2,19.4,67.5,0.3,0.6,0.0,1.4,29.6,0,53.2,100.0,2865.0,2381.0,-16.893542757417105,3113.0,4570.0,3047.0,1828.0,-6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1107,327.0,9794.0,27,5.2,5.0,13.0,21,35,7.1,26,6.0,12,23.0,684.0,35.0,12.0,6592.0,41.0,46.0,98.0,53,356.0,7805.0,4.6,31.0,81049.0,13921.0,5.8,43.0,9.9,166.0,85.0,10.5,0,14,82.0,53.0,76.0,440.0,16,16,15,281.0,19,1.0,35.0,40,15.0,3.0,2.7,2.7,37586.0,72.0,35.0,18.406893652795294,10.0,32,5569,74,782.0,11.0,19938,19.7,19.0,39.8,0.2,0.3,0.3,4.8,53.9,2,50.1,100.0,6712.0,6854.0,2.115613825983313,2522.0,6646.0,6646.0,6646.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1109,521.0,10403.0,25,5.1,5.1,10.0,21,36,6.2,28,51.0,15,38.0,1076.1,18.0,13.0,5568.0,45.0,38.0,87.0,60,686.0,15230.0,4.5,31.0,83247.0,11972.0,7.0,46.0,10.5,564.0,61.0,11.0,0,16,84.0,26.0,75.4,518.0,16,16,12,357.0,21,6.0,22.0,39,16.0,3.0,2.8,2.7,37259.0,73.0,22.0,10.0,16.0,67,6845,59,1754.0,16.0,33338,19.0,15.0,37.3,0.7,2.1,0.1,2.4,55.8,1,51.7,51.7,14462.0,14045.0,-2.8834186142995435,2079.0,3704.0,2084.0,1235.0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1111,460.0,10407.0,21,4.8,4.9,9.0,19,37,7.2,34,41.0,14,41.0,441.1,41.0,13.0,3494.0,32.0,33.0,92.0,50,383.0,9538.0,4.0,31.0,76728.0,15073.0,5.1,39.0,9.3,196.0,95.0,11.0,0,15,85.0,40.0,74.7,521.0,14,15,17,58.0,15,7.0,33.0,36,17.0,4.0,2.9,2.7,40546.0,61.0,25.0,23.0,21.0,36,6345,73,859.0,11.0,22725,21.4,20.4,19.4,0.5,0.4,0.1,2.9,75.3,0,51.3,81.3,8630.0,8795.0,1.9119351100811124,3239.0,7575.0,3788.0,1420.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,1098.0,11234.0,25,5.0,5.0,10.0,22,45,6.6,32,64.0,13,19.0,697.7,39.0,11.0,5042.0,38.0,40.0,88.0,61,955.0,23753.0,4.0,32.0,82735.0,15915.0,5.2,46.0,10.0,505.0,89.0,12.1,0,17,87.0,38.0,73.5,572.0,15,16,19,417.0,19,6.0,26.0,41,15.0,2.0,2.9,2.6,39104.0,69.0,38.0,17.0,25.0,222,13601,60,3360.0,16.0,57781,24.2,14.3,44.8,0.6,0.9,0.3,5.6,46.0,1,52.0,35.4,22927.0,23074.0,0.641165438129716,3803.0,3852.0,2408.0,4445.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1115,1519.0,9943.0,19,4.5,4.6,9.0,18,37,8.4,31,42.0,15,18.0,242.6,32.0,10.0,6284.0,38.0,39.0,88.0,55,1387.0,39683.0,3.5,15.0,98954.0,23476.0,4.2,26.0,8.6,299.0,95.0,12.0,0,11,87.0,54.0,75.0,475.0,13,14,14,142.0,12,2.0,22.0,37,13.0,3.0,3.1,2.9,57284.0,47.0,26.0,19.0,17.0,49,25397,79,3110.0,10.0,88690,22.7,16.6,9.3,0.4,0.9,0.1,2.5,85.6,0,50.4,72.8,36977.0,39664.0,7.266679287124429,5880.0,3411.0,4927.0,1971.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1117,2188.0,6106.0,16,4.0,4.1,7.0,16,35,8.6,25,84.0,17,22.0,254.2,14.0,8.0,5125.0,41.0,44.0,94.0,76,3219.0,112891.0,2.9,9.0,136513.0,32658.0,4.2,19.0,11.1,264.0,61.0,12.0,0,11,86.0,47.0,80.5,295.0,12,12,11,155.0,9,4.0,11.0,37,10.0,3.0,3.3,3.1,75663.0,29.0,26.0,14.0,13.0,113,62406,80,7014.0,9.0,215707,23.5,15.3,12.9,0.4,2.3,0.1,5.8,77.5,2,51.7,22.9,101343.0,107936.0,6.505629397195663,1242.0,1961.0,1254.0,1828.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1119,238.0,13159.0,34,5.9,5.4,12.0,22,43,4.6,38,36.0,11,37.0,985.3,24.0,11.0,5643.0,46.0,28.0,77.0,57,281.0,4768.0,5.9,48.0,63685.0,8423.0,7.6,59.0,9.5,435.0,107.0,10.4,0,23,85.0,43.0,73.8,574.0,19,18,21,323.0,28,10.0,34.0,43,14.0,3.0,2.3,1.9,27859.0,94.0,27.0,18.406893652795294,25.0,13,3278,65,820.0,18.0,12691,19.0,18.0,71.4,0.1,2.0,0.0,1.2,24.6,0,54.3,100.0,4416.0,4585.0,3.826992753623189,1812.0,6346.0,6346.0,6346.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1121,1705.0,12063.0,23,4.8,5.0,12.0,23,39,7.0,35,48.0,14,26.0,729.4,34.0,10.0,5467.0,36.0,34.0,93.0,52,1497.0,34978.0,4.3,26.0,82924.0,16556.0,5.0,46.0,12.4,469.0,101.0,11.5,0,13,85.0,34.0,73.1,574.0,15,16,16,268.0,17,6.0,30.0,42,13.0,2.0,2.8,2.6,41630.0,68.0,28.0,18.0,25.0,69,22392,71,3482.0,12.0,79828,21.2,18.0,32.6,0.4,0.7,0.0,2.4,62.5,0,51.7,55.8,30618.0,32068.0,4.7357763407146125,3203.0,3471.0,5322.0,1856.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
